,year,total_pop,homs_sum,rape_sum,rob_sum,agg_ass_sum,violent_crime,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,abb,state_name,city_name,city_state
1414,1996,379283,43,154,1874,1636,3707,977.3704595,11.33718094,40.6029271,494.0901649,431.3401866,CA,California,Sacramento,"Sacramento, California"
1415,1996,180180,20,152,591,738,1501,833.0558331,11.1000111,84.36008436,328.005328,409.5904096,UT,Utah,Salt Lake City,"Salt Lake City, Utah"
1416,1996,1021477,117,637,2350,1637,4741,464.1318405,11.45400239,62.36067968,230.0590224,160.258136,TX,Texas,San Antonio,"San Antonio, Texas"
1417,1996,1168364,79,368,2998,6703,10148,868.5649335,6.761591422,31.49703346,256.598115,573.7081937,CA,California,San Diego,"San Diego, California"
1418,1996,745127,82,298,5539,3967,9886,1326.753694,11.00483542,39.99318237,743.3632119,532.3924646,CA,California,San Francisco,"San Francisco, California"
1419,1996,830374,40,341,1098,4596,6075,731.598051,4.817106509,41.06583299,132.2295737,553.4855378,CA,California,San Jose,"San Jose, California"
1420,1996,539591,37,261,1963,2282,4543,841.9339833,6.857045429,48.36996911,363.7940588,422.91291,WA,Washington,Seattle,"Seattle, Washington"
1421,1996,374041,166,269,4086,5682,10203,2727.775832,44.38016153,71.91724971,1092.393615,1519.084806,MO,Missouri,St. Louis,"St. Louis, Missouri"
1422,1996,1218234,39,38,946,1045,2068,169.7539225,3.201355405,3.119269369,77.65339007,85.77990764,NY,New York,Suffolk County,"Suffolk County, New York"
1423,1996,294670,43,264,2671,5711,8689,2948.7223,14.59259511,89.5917467,906.43771,1938.100248,FL,Florida,Tampa,"Tampa, Florida"
1424,1996,472385,46,282,1288,3583,5199,1100.585328,9.737819787,59.69706913,272.658954,758.4914847,AZ,Arizona,Tucson,"Tucson, Arizona"
1425,1996,379798,31,304,868,3225,4428,1165.882917,8.162233608,80.04254893,228.542541,849.1355931,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
1426,1996,439851,20,127,455,473,1075,244.4009449,4.546994323,28.87341395,103.4441209,107.5364157,VA,Virginia,Virginia Beach,"Virginia Beach, Virginia"
1427,1996,312706,24,227,823,1298,2372,758.5399705,7.674940679,72.59214726,263.1865075,415.0863751,KS,Kansas,Wichita,"Wichita, Kansas"
1428,1997,431027,49,270,1729,3629,5677,1317.086865,11.36819735,62.64108745,401.1349637,841.9426161,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
1429,1997,303487,12,127,527,1754,2420,797.3982411,3.954040865,41.84693249,173.6482947,577.9489731,TX,Texas,Arlington,"Arlington, Texas"
1430,1997,420865,150,366,4751,7563,12830,3048.48348,35.64088247,86.96375322,1128.865551,1797.013294,GA,Georgia,Atlanta,"Atlanta, Georgia"
1431,1997,266967,17,223,501,917,1658,621.0505418,6.367828233,83.5309233,187.6636438,343.4881465,CO,Colorado,Aurora,"Aurora, Colorado"
1432,1997,546223,40,283,1284,1920,3527,645.7069732,7.323016424,51.8103412,235.0688272,351.5047883,TX,Texas,Austin,"Austin, Texas"
1433,1997,719587,312,480,8629,7995,17416,2420.277187,43.35820408,66.70492936,1199.160074,1111.05398,MD,Maryland,Baltimore,"Baltimore, Maryland"
1434,1997,724348,23,254,2477,4544,7298,1007.526769,3.175269346,35.06601799,341.962703,627.3227786,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
1435,1997,555024,43,350,2728,4765,7886,1420.839459,7.747412724,63.06033613,491.510277,858.5214333,MA,Massachusetts,Boston,"Boston, Massachusetts"
1436,1997,312411,46,230,2195,1542,4013,1284.525833,14.72419345,73.62096725,702.6001005,493.5805717,NY,New York,Buffalo,"Buffalo, New York"
1437,1997,562005,59,345,2716,6045,9165,1630.76841,10.49812724,61.38735421,483.2697218,1075.613206,NC,North Carolina,Charlotte-Mecklenburg,"Charlotte-Mecklenburg, North Carolina"
1438,1997,2765852,757,2545,25289,36519,65110,2354.066667,27.36950495,92.01504636,914.3294724,1320.352644,IL,Illinois,Chicago,"Chicago, Illinois"
1439,1997,496624,77,638,3837,2692,7244,1458.648797,15.50468765,128.467412,772.616708,542.059989,OH,Ohio,Cleveland,"Cleveland, Ohio"
1440,1997,641338,84,696,3104,2103,5987,933.5171158,13.09761779,108.5231189,483.9881622,327.9082169,OH,Ohio,Columbus,"Columbus, Ohio"
1441,1997,1077829,209,744,5626,8336,14915,1383.800213,19.39083101,69.02764724,521.9751927,773.4065422,TX,Texas,Dallas,"Dallas, Texas"
1442,1997,525793,69,356,1253,1857,3535,672.3178133,13.12303511,67.70725362,238.3067101,353.1808145,CO,Colorado,Denver,"Denver, Colorado"
1443,1997,1021412,469,968,8208,12331,21976,2151.531409,45.91682886,94.77076831,803.5934569,1207.250355,MI,Michigan,Detroit,"Detroit, Michigan"
1444,1997,612754,24,225,1066,3534,4849,791.3453033,3.916743098,36.71946654,173.9686726,576.7404211,TX,Texas,El Paso,"El Paso, Texas"
1445,1997,871555,16,71,447,375,909,104.2963439,1.835799232,8.146359094,51.28764106,43.02654451,VA,Virginia,Fairfax County,"Fairfax County, Virginia"
1446,1997,477900,74,265,1402,2572,4313,902.4900607,15.48441096,55.45093116,293.3668131,538.1879054,TX,Texas,Fort Worth,"Fort Worth, Texas"
1447,1997,396843,60,192,1794,2736,4782,1205.010546,15.11932931,48.38185378,452.0679463,689.4414164,CA,California,Fresno,"Fresno, California"
1448,1997,880272,34,257,1214,1131,2636,299.4528964,3.862442518,29.19552138,137.9119181,128.4830143,HI,Hawaii,Honolulu,"Honolulu, Hawaii"
1449,1997,1801370,254,790,8146,11967,21157,1174.494968,14.10037916,43.85550997,452.2113725,664.3277061,TX,Texas,Houston,"Houston, Texas"
1450,1997,378014,118,383,2750,4601,7852,2077.171745,31.21577508,101.3189988,727.4862836,1217.150688,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
1451,1997,702545,75,606,2369,6387,9437,1343.259151,10.67547275,86.25781978,337.2025991,909.123259,FL,Florida,Jacksonville,"Jacksonville, Florida"
1452,1997,452070,100,417,2711,5341,8569,1895.502909,22.12046807,92.24235185,599.6858894,1181.4542,MO,Missouri,Kansas City,"Kansas City, Missouri"
1453,1997,869696,146,593,3745,4568,9052,1040.82346,16.78747516,68.18474501,430.6102362,525.2410038,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
1454,1997,445404,56,125,1849,2177,4207,944.5357473,12.57285521,28.06440894,415.1287371,488.7697461,CA,California,Long Beach,"Long Beach, California"
1455,1997,3541309,576,1413,20506,34043,56538,1596.528289,16.265172,39.90050007,579.0514186,961.3111988,CA,California,Los Angeles,"Los Angeles, California"
1456,1997,991403,146,235,2721,8325,11427,1152.608979,14.72660462,23.70378141,274.4595286,839.7190648,CA,California,Los Angeles County,"Los Angeles County, California"
1457,1997,637492,138,938,5240,5520,11836,1856.65075,21.64733048,147.1391014,821.9710992,865.8932191,TN,Tennessee,Memphis,"Memphis, Tennessee"
1458,1997,350592,13,126,450,1965,2554,728.4821103,3.708013874,35.93921139,128.3543264,560.4805586,AZ,Arizona,Mesa,"Mesa, Arizona"
1459,1997,391766,98,189,4517,6214,11018,2812.393112,25.01493238,48.24308388,1152.984179,1586.150917,FL,Florida,Miami,"Miami, Florida"
1460,1997,1136368,162,843,5273,10717,16995,1495.554257,14.25594526,74.18371513,464.0222182,943.0923785,FL,Florida,Miami-Dade County,"Miami-Dade County, Florida"
1461,1997,628507,122,307,3553,2636,6618,1052.971566,19.41108054,48.8459158,565.3079441,419.4066255,WI,Wisconsin,Milwaukee,"Milwaukee, Wisconsin"
1462,1997,363932,58,536,3308,2831,6733,1850.070892,15.93704318,147.2802611,908.9610147,777.8925733,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
1463,1997,802770,22,173,841,1097,2133,265.7049964,2.740510981,21.5503818,104.7622607,136.651843,MD,Maryland,Montgomery County,"Montgomery County, Maryland"
1464,1997,531908,112,550,2583,6046,9291,1746.730638,21.05627289,103.4013401,485.6102935,1136.662731,TN,Tennessee,Nashville,"Nashville, Tennessee"
1465,1997,1025460,12,62,752,788,1614,157.3927798,1.170206541,6.046067131,73.33294326,76.84356289,NY,New York,Nassau County,"Nassau County, New York"
1466,1997,488509,267,385,3972,3780,8404,1720.33678,54.65610664,78.81123992,813.0863505,773.7830828,LA,Louisiana,New Orleans,"New Orleans, Louisiana"
1467,1997,7320477,770,2157,44708,45218,92853,1268.400953,10.51844026,29.46529304,610.7252301,617.6919892,NY,New York,New York City,"New York City, New York"
1468,1997,264270,57,170,3442,3558,7227,2734.703145,21.56885004,64.32814924,1302.455822,1346.350324,NJ,New Jersey,Newark,"Newark, New Jersey"
1469,1997,376696,99,306,3482,4342,8229,2184.520144,26.28113917,81.23261197,924.3527938,1152.653599,CA,California,Oakland,"Oakland, California"
1470,1997,472046,59,409,1397,3200,5065,1072.988649,12.4987819,86.64409824,295.9457341,677.9000352,OK,Oklahoma,Oklahoma City,"Oklahoma City, Oklahoma"
1471,1997,185837,14,174,1262,2790,4240,2281.569332,7.533483644,93.63043958,679.0897399,1501.315669,FL,Florida,Orlando,"Orlando, Florida"
1472,1997,1524409,418,650,11938,6198,19204,1259.7669,27.42046262,42.63947536,783.1231645,406.5837974,PA,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania"
1473,1997,1172538,175,428,3725,6048,10376,884.9180155,14.92488943,36.50201529,317.6869321,515.8041786,AZ,Arizona,Phoenix,"Phoenix, Arizona"
1474,1997,353248,50,175,1543,1010,2778,786.4163421,14.15436181,49.54026633,436.8036054,285.9181085,PA,Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania"
1475,1997,473696,46,356,1948,5250,7600,1604.404513,9.710869418,75.15368506,411.2342093,1108.305749,OR,Oregon,Portland,"Portland, Oregon"
1476,1997,647142,75,300,2813,3143,6331,978.3015165,11.58941932,46.35767729,434.6804874,485.6739325,MD,Maryland,Prince George's County,"Prince George's County, Maryland"
1477,1997,248591,23,102,727,1404,2256,907.5147531,9.25214509,41.03125214,292.4482383,564.7831177,NC,North Carolina,Raleigh,"Raleigh, North Carolina"
1478,1997,383921,41,161,1851,1664,3717,968.1679304,10.67928037,41.93571073,482.1304383,433.422501,CA,California,Sacramento,"Sacramento, California"
1479,1997,185553,21,141,620,685,1467,790.609691,11.31752114,75.98907051,334.1363384,369.166761,UT,Utah,Salt Lake City,"Salt Lake City, Utah"
1480,1997,1038086,95,618,2036,1421,4170,401.7008225,9.151457586,59.53263988,196.1301857,136.8865393,TX,Texas,San Antonio,"San Antonio, Texas"
1481,1997,1182653,67,384,2604,6734,9789,827.7153146,5.665228939,32.46937183,220.1829277,569.3977862,CA,California,San Diego,"San Diego, California"
1482,1997,754239,59,233,4606,3651,8549,1133.460349,7.822454156,30.89206472,610.68176,484.0640699,CA,California,San Francisco,"San Francisco, California"
1483,1997,840529,43,375,908,4865,6191,736.5599521,5.115825867,44.61476047,108.0272067,578.8021591,CA,California,San Jose,"San Jose, California"
1484,1997,547209,49,218,2081,2654,5002,914.0931527,8.954531084,39.83852605,380.2934528,485.0066428,WA,Washington,Seattle,"Seattle, Washington"
1485,1997,377221,153,225,3572,5641,9591,2542.541375,40.55977796,59.64673229,946.9250121,1495.409853,MO,Missouri,St. Louis,"St. Louis, Missouri"
1486,1997,1215017,33,34,893,1120,2080,171.1910204,2.716011381,2.798314756,73.49691403,92.1797802,NY,New York,Suffolk County,"Suffolk County, New York"
1487,1997,299867,35,265,2539,5149,7988,2663.847639,11.67184118,88.37251181,846.7087075,1717.094579,FL,Florida,Tampa,"Tampa, Florida"
1488,1997,485933,50,291,1446,3329,5116,1052.820039,10.28948435,59.88479893,297.5718875,685.0738682,AZ,Arizona,Tucson,"Tucson, Arizona"
1489,1997,381639,40,278,917,3361,4596,1204.279437,10.48110911,72.84370832,240.2794264,880.675193,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
1490,1997,443844,19,102,515,428,1064,239.7238669,4.280783338,22.9810474,116.0317589,96.4302773,VA,Virginia,Virginia Beach,"Virginia Beach, Virginia"
1491,1997,315690,32,228,890,1481,2631,833.4125249,10.13652634,72.22275017,281.9221388,469.1311096,KS,Kansas,Wichita,"Wichita, Kansas"
1492,1998,422417,37,219,1693,3614,5563,1316.945104,8.759117176,51.84450436,400.788794,855.5526885,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
1493,1998,305948,13,138,506,1202,1859,607.6195955,4.24908808,45.10570424,165.3875822,392.877221,TX,Texas,Arlington,"Arlington, Texas"
1494,1998,414262,149,385,4658,7432,12624,3047.346848,35.96757608,92.93635429,1124.40919,1794.033727,GA,Georgia,Atlanta,"Atlanta, Georgia"
1495,1998,262465,28,189,477,802,1496,569.9807593,10.66808908,72.00960128,181.7385175,305.5645515,CO,Colorado,Aurora,"Aurora, Colorado"
1496,1998,559758,32,219,1097,1678,3026,540.5907553,5.71675617,39.12405004,195.9775474,299.7724016,TX,Texas,Austin,"Austin, Texas"
1497,1998,662253,313,469,7687,7556,16025,2419.770088,47.26290406,70.81885624,1160.734644,1140.953684,MD,Maryland,Baltimore,"Baltimore, Maryland"
1498,1998,726462,21,223,1876,3984,6104,840.2366538,2.890722433,30.69671917,258.2378707,548.4113415,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
1499,1998,559631,34,356,2334,4703,7427,1327.12448,6.075431847,63.61334522,417.0605274,840.3751758,MA,Massachusetts,Boston,"Boston, Massachusetts"
1500,1998,308648,39,197,1736,1513,3485,1129.11796,12.63575335,63.8267541,562.4530209,490.2024312,NY,New York,Buffalo,"Buffalo, New York"
1501,1998,593078,65,333,2400,5829,8627,1454.614739,10.95977258,56.14775797,404.6685259,982.8386823,NC,North Carolina,Charlotte-Mecklenburg,"Charlotte-Mecklenburg, North Carolina"
1502,1998,2750917,703,2387,23117,36110,62317,2265.317347,25.55511489,86.77106579,840.3379673,1312.653199,IL,Illinois,Chicago,"Chicago, Illinois"
1503,1998,495516,81,576,3364,2460,6481,1307.929512,16.34659628,116.2424624,678.88827,496.4521832,OH,Ohio,Cleveland,"Cleveland, Ohio"
1504,1998,661227,78,668,2615,2040,5401,816.8148004,11.79625151,101.0243078,395.4768937,308.5173473,OH,Ohio,Columbus,"Columbus, Ohio"
1505,1998,1087178,252,724,5878,9078,15932,1465.445401,23.17927699,66.59443072,540.6658339,835.0058592,TX,Texas,Dallas,"Dallas, Texas"
1506,1998,509343,51,320,1064,1481,2916,572.5022235,10.01289897,62.82603275,208.8965589,290.7667328,CO,Colorado,Denver,"Denver, Colorado"
1507,1998,999976,430,858,8558,14581,24427,2442.758626,43.00103202,85.80205925,855.8205397,1458.134995,MI,Michigan,Detroit,"Detroit, Michigan"
1508,1998,624510,17,241,823,3293,4374,700.3891051,2.722134153,38.59025476,131.7833181,527.293398,TX,Texas,El Paso,"El Paso, Texas"
1509,1998,887432,15,120,383,368,886,99.83863552,1.690270353,13.52216282,43.15823635,41.467966,VA,Virginia,Fairfax County,"Fairfax County, Virginia"
1510,1998,497830,64,293,1357,2615,4329,869.5739509,12.85579415,58.85543258,272.5830103,525.279714,TX,Texas,Fort Worth,"Fort Worth, Texas"
1511,1998,404297,36,175,1394,2649,4254,1052.196776,8.904345073,43.28501077,344.7960287,655.2113916,CA,California,Fresno,"Fresno, California"
1512,1998,874736,17,242,1052,1031,2342,267.7379232,1.943443508,27.66548993,120.2648571,117.8641327,HI,Hawaii,Honolulu,"Honolulu, Hawaii"
1513,1998,1797157,254,654,7711,11564,20183,1123.051575,14.13343409,36.3908106,429.0665757,643.460755,TX,Texas,Houston,"Houston, Texas"
1514,1998,759689,143,586,2893,5002,8624,1135.201378,18.82349224,77.13682836,380.8137277,658.4273301,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
1515,1998,703251,74,521,2051,5467,8113,1153.642156,10.5225588,74.08450184,291.6455149,777.3895807,FL,Florida,Jacksonville,"Jacksonville, Florida"
1516,1998,447730,130,382,2661,5189,8362,1867.643446,29.03535613,85.31927724,594.3314051,1158.957407,MO,Missouri,Kansas City,"Kansas City, Missouri"
1517,1998,908596,116,501,3292,3142,7051,776.0324721,12.76695033,55.14001823,362.3172455,345.808258,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
1518,1998,430018,38,111,1765,1783,3697,859.7314531,8.836839388,25.81287295,410.4479347,414.633806,CA,California,Long Beach,"Long Beach, California"
1519,1998,3621680,426,1395,15835,31545,49201,1358.513176,11.76249696,38.51803583,437.2280268,871.0046166,CA,California,Los Angeles,"Los Angeles, California"
1520,1998,948423,131,256,2219,7664,10270,1082.850163,13.81240227,26.99217543,233.9673331,808.078252,CA,California,Los Angeles County,"Los Angeles County, California"
1521,1998,604242,115,722,4172,4048,9057,1498.902758,19.03210965,119.4885493,690.4518388,669.9302597,TN,Tennessee,Memphis,"Memphis, Tennessee"
1522,1998,364588,11,120,501,1781,2413,661.842957,3.017104238,32.91386442,137.4153839,488.4966044,AZ,Arizona,Mesa,"Mesa, Arizona"
1523,1998,372949,86,140,3797,5482,9505,2548.605842,23.05945317,37.53864469,1018.101671,1469.906073,FL,Florida,Miami,"Miami, Florida"
1524,1998,1070656,120,773,4195,9587,14675,1370.655,11.20808177,72.19872676,391.8158587,895.4323331,FL,Florida,Miami-Dade County,"Miami-Dade County, Florida"
1525,1998,588339,111,286,2970,2528,5895,1001.973352,18.86667381,48.6114298,504.8110018,429.6842467,WI,Wisconsin,Milwaukee,"Milwaukee, Wisconsin"
1526,1998,362124,58,458,2371,2637,5524,1525.444323,16.01661309,126.4760137,654.7480973,728.2035988,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
1527,1998,812755,12,159,712,955,1838,226.1444101,1.476459696,19.56309097,87.60327528,117.5015841,MD,Maryland,Montgomery County,"Montgomery County, Maryland"
1528,1998,524124,97,483,2223,5747,8550,1631.293358,18.50707085,92.15376514,424.1362731,1096.496249,TN,Tennessee,Nashville,"Nashville, Tennessee"
1529,1998,1031258,13,60,678,805,1556,150.883678,1.260596281,5.818136684,65.74494452,78.0600005,NY,New York,Nassau County,"Nassau County, New York"
1530,1998,471157,230,299,2965,3394,6888,1461.933071,48.81599976,63.46079969,629.30191,720.3543617,LA,Louisiana,New Orleans,"New Orleans, Louisiana"
1531,1998,7357745,633,2046,39359,43853,85891,1167.354944,8.603179371,27.80743285,534.9329176,596.0114138,NY,New York,New York City,"New York City, New York"
1532,1998,269205,60,162,2846,2569,5637,2093.943277,22.28784755,60.17718839,1057.186902,954.2913393,NJ,New Jersey,Newark,"Newark, New Jersey"
1533,1998,376375,72,340,2651,3945,7008,1861.972767,19.12985719,90.33543673,704.350714,1048.156759,CA,California,Oakland,"Oakland, California"
1534,1998,463637,56,421,1272,2867,4616,995.6064766,12.07841479,90.80379694,274.3525646,618.3717003,OK,Oklahoma,Oklahoma City,"Oklahoma City, Oklahoma"
1535,1998,181527,25,203,1123,2737,4088,2252.006589,13.77205595,111.8290943,618.6407532,1507.764685,FL,Florida,Orlando,"Orlando, Florida"
1536,1998,1449419,338,752,11435,8701,21226,1464.448858,23.31968879,51.88285789,788.9368085,600.3095033,PA,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania"
1537,1998,1225692,185,346,3764,5906,10201,832.2645493,15.09351452,28.22895148,307.0918306,481.8502528,AZ,Arizona,Phoenix,"Phoenix, Arizona"
1538,1998,354228,36,194,1578,1348,3156,890.9515905,10.1629459,54.76698623,445.4757953,380.5458631,PA,Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania"
1539,1998,488813,26,361,1639,4681,6707,1372.099351,5.319007473,73.85237299,335.302048,957.6259224,OR,Oregon,Portland,"Portland, Oregon"
1540,1998,655302,101,262,2722,3878,6963,1062.56352,15.412741,39.98156575,415.3809999,591.7882137,MD,Maryland,Prince George's County,"Prince George's County, Maryland"
1541,1998,256084,28,104,802,1182,2116,826.2913731,10.93391231,40.61167429,313.1784883,461.5672982,NC,North Carolina,Raleigh,"Raleigh, North Carolina"
1542,1998,384703,31,141,1689,1515,3376,877.5600918,8.05816435,36.65165075,439.0399867,393.81029,CA,California,Sacramento,"Sacramento, California"
1543,1998,178579,16,146,598,705,1465,820.3652165,8.959620112,81.75653352,334.8658017,394.7832612,UT,Utah,Salt Lake City,"Salt Lake City, Utah"
1544,1998,1100791,89,734,1780,2366,4969,451.4026732,8.085095172,66.67932423,161.7019034,214.9363503,TX,Texas,San Antonio,"San Antonio, Texas"
1545,1998,1205728,42,371,2121,6210,8744,725.2050214,3.483372701,30.76979219,175.9103214,515.0415351,CA,California,San Diego,"San Diego, California"
1546,1998,741362,58,244,3927,3108,7337,989.664968,7.823438482,32.91239637,529.70074,419.2283931,CA,California,San Francisco,"San Francisco, California"
1547,1998,860211,29,357,901,3868,5155,599.2715741,3.371265887,41.50144558,104.7417436,449.657119,CA,California,San Jose,"San Jose, California"
1548,1998,538105,49,242,1728,2456,4475,831.6220812,9.106029492,44.97263545,321.1269176,456.4164986,WA,Washington,Seattle,"Seattle, Washington"
1549,1998,344153,113,168,3500,5067,8848,2570.949549,32.83423361,48.81549776,1016.989537,1472.310281,MO,Missouri,St. Louis,"St. Louis, Missouri"
1550,1998,1218627,30,131,853,1235,2249,184.5519589,2.461786913,10.74980285,69.99680788,101.3435612,NY,New York,Suffolk County,"Suffolk County, New York"
1551,1998,295027,40,266,2464,4773,7543,2556.715148,13.55808112,90.16123948,835.1777973,1617.81803,FL,Florida,Tampa,"Tampa, Florida"
1552,1998,467677,45,364,1485,2940,4834,1033.619357,9.622025458,77.83149481,317.5268401,628.6389966,AZ,Arizona,Tucson,"Tucson, Arizona"
1553,1998,386251,38,267,849,3216,4370,1131.388657,9.838162231,69.12603463,219.8052562,832.6192036,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
1554,1998,436205,14,84,489,403,990,226.9575085,3.20950012,19.25700072,112.1032542,92.38775346,VA,Virginia,Virginia Beach,"Virginia Beach, Virginia"
1555,1998,329179,31,187,795,1177,2190,665.2915283,9.417368666,56.80799808,241.5099384,357.5562232,KS,Kansas,Wichita,"Wichita, Kansas"
1556,1999,420169,48,220,1667,3320,5255,1250.687223,11.42397464,52.35988376,396.7451192,790.1582458,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
1557,1999,310910,11,109,546,1285,1951,627.5127851,3.538001351,35.05837702,175.6135216,413.3028851,TX,Texas,Arlington,"Arlington, Texas"
1558,1999,411291,143,321,4072,6690,11226,2729.454328,34.76857019,78.04693028,990.0532713,1626.585556,GA,Georgia,Atlanta,"Atlanta, Georgia"
1559,1999,255938,11,182,455,806,1454,568.1063383,4.297915902,71.11097219,177.7774305,314.9200197,CO,Colorado,Aurora,"Aurora, Colorado"
1560,1999,560389,21,193,1002,1574,2790,497.868445,3.747396898,34.44036196,178.8043663,280.8763198,TX,Texas,Austin,"Austin, Texas"
1561,1999,650588,305,374,7462,10536,18677,2870.787657,46.88066795,57.4864584,1146.96244,1619.45809,MD,Maryland,Baltimore,"Baltimore, Maryland"
1562,1999,727051,30,188,1703,4146,6067,834.4669081,4.126257993,25.85788342,234.2339121,570.2488546,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
1563,1999,557812,31,337,2467,4428,7263,1302.051587,5.557427951,60.41461998,442.2637017,793.8158376,MA,Massachusetts,Boston,"Boston, Massachusetts"
1564,1999,301069,32,176,1473,1562,3243,1077.161714,10.62879274,58.45836004,489.2566156,518.8179454,NY,New York,Buffalo,"Buffalo, New York"
1565,1999,604931,84,262,2517,5275,8138,1345.277395,13.8858812,43.31072469,416.0805117,872.0002777,NC,North Carolina,Charlotte-Mecklenburg,"Charlotte-Mecklenburg, North Carolina"
1566,1999,2821032,641,2469,20210,28027,51347,1820.149506,22.7221811,87.52116247,716.4044931,993.5016689,IL,Illinois,Chicago,"Chicago, Illinois"
1567,1999,337815,28,249,1209,1005,2491,737.3858473,8.288560307,73.70898273,357.8881932,297.500111,OH,Ohio,Cincinnati,"Cincinnati, Ohio"
1568,1999,497903,78,506,3038,2429,6051,1215.296955,15.66570195,101.6262204,610.1590069,487.8460262,OH,Ohio,Cleveland,"Cleveland, Ohio"
1569,1999,673401,71,638,3026,2020,5755,854.6170855,10.54349489,94.74295405,449.3607821,299.9698545,OH,Ohio,Columbus,"Columbus, Ohio"
1570,1999,1091386,191,663,6357,8224,15435,1414.256734,17.50068262,60.74844281,582.4703634,753.5372453,TX,Texas,Dallas,"Dallas, Texas"
1571,1999,509624,63,249,1038,1559,2909,570.8129915,12.36205516,48.85955136,203.6795755,305.9118095,CO,Colorado,Denver,"Denver, Colorado"
1572,1999,975020,415,790,7823,12948,21976,2253.902484,42.56322947,81.023979,802.3425161,1327.97276,MI,Michigan,Detroit,"Detroit, Michigan"
1573,1999,623888,14,185,715,3366,4280,686.0205678,2.243992511,29.65275819,114.6039033,539.5199138,TX,Texas,El Paso,"El Paso, Texas"
1574,1999,903902,15,66,258,236,575,63.6130908,1.659471934,7.301676509,28.54291726,26.10902509,VA,Virginia,Fairfax County,"Fairfax County, Virginia"
1575,1999,498883,67,286,1447,2446,4246,851.1013604,13.43000263,57.32807091,290.0479672,490.2953197,TX,Texas,Fort Worth,"Fort Worth, Texas"
1576,1999,403966,26,160,1268,2554,4008,992.1627068,6.436185224,39.60729368,313.8878024,632.2314254,CA,California,Fresno,"Fresno, California"
1577,1999,866566,37,235,907,1019,2198,253.6448464,4.269726714,27.11853454,104.6660035,117.5905817,HI,Hawaii,Honolulu,"Honolulu, Hawaii"
1578,1999,1812277,241,748,8350,12178,21517,1187.290905,13.29818786,41.27404365,460.7463429,671.9723309,TX,Texas,Houston,"Houston, Texas"
1579,1999,759066,113,424,2598,4579,7714,1016.248916,14.88671604,55.85812037,342.2627281,603.2413519,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
1580,1999,702462,83,459,1703,5020,7265,1034.219645,11.81558575,65.34161278,242.4330426,714.6294034,FL,Florida,Jacksonville,"Jacksonville, Florida"
1581,1999,443992,117,330,2479,4840,7766,1749.130615,26.35182616,74.32566353,558.3433936,1090.109732,MO,Missouri,Kansas City,"Kansas City, Missouri"
1582,1999,922450,109,532,3121,2371,6133,664.859884,11.81635861,57.67250257,338.3381213,257.0329015,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
1583,1999,437218,46,119,1566,1526,3257,744.9373082,10.52106729,27.21754365,358.1737257,349.0249715,CA,California,Long Beach,"Long Beach, California"
1584,1999,3650138,425,1288,14411,30716,46840,1283.239154,11.6433954,35.28633712,394.8069909,841.5024309,CA,California,Los Angeles,"Los Angeles, California"
1585,1999,1002101,117,214,2010,6674,9015,899.6099196,11.67546984,21.35513287,200.5785844,666.0007325,CA,California,Los Angeles County,"Los Angeles County, California"
1586,1999,609851,118,688,3715,4081,8602,1410.508468,19.34898852,112.8144416,609.1651895,669.1798488,TN,Tennessee,Memphis,"Memphis, Tennessee"
1587,1999,368537,9,134,370,1619,2132,578.5036509,2.442088583,36.35998556,100.3969751,439.3046017,AZ,Arizona,Mesa,"Mesa, Arizona"
1588,1999,373450,63,113,3076,4609,7861,2104.967198,16.86972821,30.25840139,823.6711742,1234.167894,FL,Florida,Miami,"Miami, Florida"
1589,1999,1151382,101,642,3478,8407,12628,1096.768926,8.77206696,55.75907909,302.0717711,730.1660092,FL,Florida,Miami-Dade County,"Miami-Dade County, Florida"
1590,1999,580899,124,272,3134,2531,6061,1043.382757,21.3462237,46.82397456,539.5085893,435.7039692,WI,Wisconsin,Milwaukee,"Milwaukee, Wisconsin"
1591,1999,355949,47,451,2096,2349,4943,1388.682086,13.2041388,126.7035446,588.8484024,659.9260006,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
